player,match,year,age,winrate,playerrank
Tommy Robredo,133,2001.75,19,67.67,84
Tommy Robredo,149,2002.25,19.5,63.09,84
Tommy Robredo,187,2002.75,20,62.57,84
Tommy Robredo,209,2003.25,20.5,61.24,84
Tommy Robredo,255,2003.75,21,61.96,84
Tommy Robredo,280,2004.25,21.5,61.43,84
Tommy Robredo,322,2004.75,22,62.11,84
Tommy Robredo,343,2005.25,22.5,61.52,84
Tommy Robredo,388,2005.75,23,62.11,84
Tommy Robredo,416,2006.25,23.5,61.3,84
Tommy Robredo,464,2006.75,24,62.5,84
Tommy Robredo,496,2007.25,24.5,62.3,84
Tommy Robredo,542,2007.75,25,62.55,84
Tommy Robredo,562,2008.25,25.5,62.28,84
Tommy Robredo,606,2008.75,26,62.71,84
Tommy Robredo,639,2009.25,26.5,63.22,84
Tommy Robredo,673,2009.75,27,62.85,84
Tommy Robredo,697,2010.25,27.5,62.55,84
Tommy Robredo,722,2010.75,28,61.91,84
Tommy Robredo,747,2011.25,28.5,62.25,84
Tommy Robredo,755,2011.75,29,61.85,84
Tommy Robredo,760,2012.25,29.5,61.71,84
Tommy Robredo,791,2012.75,30,62.2,84
Tommy Robredo,810,2013.25,30.5,61.73,84
Tommy Robredo,850,2013.75,31,62.24,84
Tommy Robredo,869,2014.25,31.5,62.14,84
Tommy Robredo,910,2014.75,32,62.09,84
Grigor Dimitrov,1,2007.5,15.75,40,83
Grigor Dimitrov,3,2007.75,16,33.33,83
Grigor Dimitrov,16,2008.25,16.5,37.5,83
Grigor Dimitrov,43,2008.75,17,55.81,83
Grigor Dimitrov,64,2009.25,17.5,51.56,83
Grigor Dimitrov,97,2009.75,18,51.55,83
Grigor Dimitrov,114,2010.25,18.5,50.88,83
Grigor Dimitrov,169,2010.75,19,61.54,83
Grigor Dimitrov,203,2011.25,19.5,62.56,83
Grigor Dimitrov,236,2011.75,20,59.75,83
Grigor Dimitrov,254,2012.25,20.5,59.45,83
Grigor Dimitrov,288,2012.75,21,59.38,83
Grigor Dimitrov,318,2013.25,21.5,59.75,83
Grigor Dimitrov,348,2013.75,22,59.2,83
Grigor Dimitrov,378,2014.25,22.5,60.58,83
Grigor Dimitrov,418,2014.75,23,62.2,83
Tim Mayotte,1,1979,18.25,40,82
Tim Mayotte,5,1979.25,18.5,40,82
Tim Mayotte,23,1981.25,20.5,47.83,82
Tim Mayotte,50,1981.75,21,58,82
Tim Mayotte,85,1982.25,21.5,58.82,82
Tim Mayotte,113,1982.75,22,60.18,82
Tim Mayotte,130,1983.25,22.5,58.46,82
Tim Mayotte,154,1983.75,23,57.79,82
Tim Mayotte,169,1984.25,23.5,57.99,82
Tim Mayotte,198,1984.75,24,57.58,82
Tim Mayotte,217,1985.25,24.5,58.99,82
Tim Mayotte,256,1985.75,25,60.94,82
Tim Mayotte,283,1986.25,25.5,61.48,82
Tim Mayotte,302,1986.75,26,61.26,82
Tim Mayotte,336,1987.25,26.5,62.2,82
Tim Mayotte,354,1987.75,27,61.58,82
Tim Mayotte,385,1988.25,27.5,63.38,82
Tim Mayotte,418,1988.75,28,63.88,82
Tim Mayotte,452,1989.25,28.5,64.38,82
Tim Mayotte,484,1989.75,29,64.26,82
Tim Mayotte,505,1990.25,29.5,63.96,82
Tim Mayotte,517,1990.75,30,63.25,82
Tim Mayotte,536,1991.25,30.5,62.69,82
Tim Mayotte,549,1991.75,31,62.48,82
Magnus Gustafsson,1,1986.5,18.75,40,81
Magnus Gustafsson,5,1986.75,19,40,81
Magnus Gustafsson,9,1987.25,19.5,33.33,81
Magnus Gustafsson,25,1987.75,20,56,81
Magnus Gustafsson,44,1988.25,20.5,56.82,81
Magnus Gustafsson,63,1988.75,21,58.73,81
Magnus Gustafsson,89,1989.25,21.5,57.3,81
Magnus Gustafsson,106,1989.75,22,54.72,81
Magnus Gustafsson,134,1990.25,22.5,56.72,81
Magnus Gustafsson,152,1990.75,23,57.89,81
Magnus Gustafsson,180,1991.25,23.5,58.33,81
Magnus Gustafsson,249,1992.25,24.5,63.05,81
Magnus Gustafsson,284,1992.75,25,62.68,81
Magnus Gustafsson,305,1993.25,25.5,61.31,81
Magnus Gustafsson,357,1993.75,26,62.46,81
Magnus Gustafsson,399,1994.25,26.5,63.66,81
Magnus Gustafsson,414,1995.25,27.5,63.77,81
Magnus Gustafsson,450,1995.75,28,64,81
Magnus Gustafsson,476,1996.25,28.5,64.29,81
Magnus Gustafsson,511,1996.75,29,64.19,81
Magnus Gustafsson,526,1997.25,29.5,64.26,81
Magnus Gustafsson,555,1997.75,30,63.6,81
Magnus Gustafsson,584,1998.25,30.5,63.87,81
Magnus Gustafsson,617,1998.75,31,64.02,81
Magnus Gustafsson,642,1999.25,31.5,63.86,81
Magnus Gustafsson,666,1999.75,32,63.06,81
Magnus Gustafsson,683,2000.25,32.5,63.25,81
Magnus Gustafsson,704,2000.75,33,63.21,81
Magnus Gustafsson,722,2001.25,33.5,62.74,81
Magnus Gustafsson,746,2001.75,34,62.33,81
Martin Jaite,1,1983,18.25,60,80
Martin Jaite,10,1983.25,18.5,60,80
Martin Jaite,24,1983.75,19,54.17,80
Martin Jaite,26,1984.25,19.5,53.85,80
Martin Jaite,55,1984.75,20,58.18,80
Martin Jaite,68,1985.25,20.5,61.76,80
Martin Jaite,111,1985.75,21,63.06,80
Martin Jaite,125,1986.25,21.5,63.2,80
Martin Jaite,177,1986.75,22,66.1,80
Martin Jaite,185,1987.25,22.5,65.41,80
Martin Jaite,240,1987.75,23,66.67,80
Martin Jaite,256,1988.25,23.5,66.41,80
Martin Jaite,294,1988.75,24,64.97,80
Martin Jaite,301,1989.25,24.5,64.78,80
Martin Jaite,353,1989.75,25,66.57,80
Martin Jaite,378,1990.25,25.5,67.46,80
Martin Jaite,416,1990.75,26,66.59,80
Martin Jaite,434,1991.25,26.5,65.67,80
Martin Jaite,468,1991.75,27,65.17,80
Martin Jaite,484,1992.25,27.5,64.05,80
Martin Jaite,502,1992.75,28,63.15,80
Martin Jaite,526,1993.25,28.5,63.12,80
Sergi Bruguera,1,1988.25,16.5,40,79
Sergi Bruguera,4,1988.75,17,25,79
Sergi Bruguera,19,1989.25,17.5,63.16,79
Sergi Bruguera,73,1990.25,18.5,61.64,79
Sergi Bruguera,118,1990.75,19,59.32,79
Sergi Bruguera,136,1991.25,19.5,59.56,79
Sergi Bruguera,188,1991.75,20,64.36,79
Sergi Bruguera,214,1992.25,20.5,63.08,79
Sergi Bruguera,256,1992.75,21,65.23,79
Sergi Bruguera,286,1993.25,21.5,63.99,79
Sergi Bruguera,345,1993.75,22,67.83,79
Sergi Bruguera,376,1994.25,22.5,67.02,79
Sergi Bruguera,431,1994.75,23,68.21,79
Sergi Bruguera,451,1995.25,23.5,67.41,79
Sergi Bruguera,498,1995.75,24,68.07,79
Sergi Bruguera,513,1996.25,24.5,67.45,79
Sergi Bruguera,549,1996.75,25,67.03,79
Sergi Bruguera,581,1997.25,25.5,66.61,79
Sergi Bruguera,620,1997.75,26,66.77,79
Sergi Bruguera,642,1998.25,26.5,65.58,79
Sergi Bruguera,668,1998.75,27,64.22,79
Sergi Bruguera,683,2000.25,28.5,63.69,79
Sergi Bruguera,721,2000.75,29,63.66,79
Sergi Bruguera,737,2001.25,29.5,63.23,79
Sergi Bruguera,773,2002.25,30.5,62.48,79
James Blake,1,1998.25,18.5,80,78
James Blake,18,1999.25,19.5,77.78,78
James Blake,40,1999.75,20,70,78
James Blake,63,2000.25,20.5,66.67,78
James Blake,84,2000.75,21,64.29,78
James Blake,105,2001.25,21.5,63.81,78
James Blake,129,2001.75,22,62.02,78
James Blake,171,2002.25,22.5,65.5,78
James Blake,207,2002.75,23,64.73,78
James Blake,237,2003.25,23.5,64.14,78
James Blake,268,2003.75,24,62.69,78
James Blake,291,2004.25,24.5,62.2,78
James Blake,316,2005.25,25.5,60.76,78
James Blake,359,2005.75,26,62.4,78
James Blake,396,2006.25,26.5,63.64,78
James Blake,439,2006.75,27,64.01,78
James Blake,474,2007.25,27.5,64.35,78
James Blake,521,2007.75,28,64.88,78
James Blake,555,2008.25,28.5,65.23,78
James Blake,596,2008.75,29,64.93,78
James Blake,619,2009.25,29.5,64.78,78
James Blake,642,2009.75,30,64.49,78
James Blake,664,2010.25,30.5,63.86,78
James Blake,677,2010.75,31,63.52,78
James Blake,692,2011.25,31.5,63.29,78
James Blake,726,2011.75,32,63.64,78
James Blake,744,2012.25,32.5,63.44,78
James Blake,766,2012.75,33,63.05,78
James Blake,788,2013.25,33.5,63.07,78
John Isner,1,2006,20.25,40,77
John Isner,8,2006.25,20.5,50,77
John Isner,17,2007.25,21.5,52.94,77
John Isner,43,2007.75,22,65.12,77
John Isner,75,2008.25,22.5,61.33,77
John Isner,108,2008.75,23,59.26,77
John Isner,135,2009.25,23.5,60,77
John Isner,170,2009.75,24,61.76,77
John Isner,199,2010.25,24.5,61.31,77
John Isner,227,2010.75,25,61.23,77
John Isner,253,2011.25,25.5,60.47,77
John Isner,290,2011.75,26,61.03,77
John Isner,317,2012.25,26.5,62.15,77
John Isner,357,2012.75,27,63.03,77
John Isner,376,2013.25,27.5,61.97,77
John Isner,419,2013.75,28,62.77,77
John Isner,443,2014.25,28.5,62.75,77
John Isner,480,2014.75,29,63.13,77
Adriano Panatta,1,1973,22.25,80,76
Adriano Panatta,8,1973.25,22.5,75,76
Adriano Panatta,52,1973.75,23,73.08,76
Adriano Panatta,77,1974.25,23.5,68.83,76
Adriano Panatta,119,1975.25,24.5,65.55,76
Adriano Panatta,152,1975.75,25,66.45,76
Adriano Panatta,187,1976.25,25.5,67.38,76
Adriano Panatta,233,1976.75,26,69.1,76
Adriano Panatta,249,1977.25,26.5,67.87,76
Adriano Panatta,279,1977.75,27,67.38,76
Adriano Panatta,287,1978.25,27.5,66.55,76
Adriano Panatta,325,1978.75,28,66.15,76
Adriano Panatta,360,1979.25,28.5,65.56,76
Adriano Panatta,391,1979.75,29,65.73,76
Adriano Panatta,403,1980.25,29.5,64.76,76
Adriano Panatta,435,1980.75,30,65.29,76
Adriano Panatta,453,1981.25,30.5,65.12,76
Adriano Panatta,488,1981.75,31,65.57,76
Adriano Panatta,498,1982.25,31.5,65.06,76
Adriano Panatta,520,1982.75,32,63.85,76
Adriano Panatta,532,1983.25,32.5,63.35,76
Johan Kriek,1,1978,19.25,40,75
Johan Kriek,4,1978.25,19.5,50,75
Johan Kriek,36,1978.75,20,69.44,75
Johan Kriek,61,1979.25,20.5,67.21,75
Johan Kriek,88,1979.75,21,64.77,75
Johan Kriek,122,1980.25,21.5,63.11,75
Johan Kriek,154,1980.75,22,62.99,75
Johan Kriek,171,1981.25,22.5,63.16,75
Johan Kriek,203,1981.75,23,64.53,75
Johan Kriek,233,1982.25,23.5,65.67,75
Johan Kriek,262,1982.75,24,65.65,75
Johan Kriek,287,1983.25,24.5,64.81,75
Johan Kriek,321,1983.75,25,65.42,75
Johan Kriek,350,1984.25,25.5,65.43,75
Johan Kriek,374,1984.75,26,66.04,75
Johan Kriek,399,1985.25,26.5,65.91,75
Johan Kriek,439,1985.75,27,66.29,75
Johan Kriek,466,1986.25,27.5,65.88,75
Johan Kriek,482,1986.75,28,65.77,75
Johan Kriek,501,1987.25,28.5,65.47,75
Johan Kriek,528,1987.75,29,65.34,75
Johan Kriek,546,1988.25,29.5,64.84,75
Johan Kriek,572,1988.75,30,64.69,75
Johan Kriek,590,1989.25,30.5,64.41,75
Johan Kriek,605,1990.25,31.5,64.13,75
Johan Kriek,611,1991.25,32.5,63.99,75
Johan Kriek,622,1991.75,33,63.18,75
Wojtek Fibak,1,1974.25,21.5,40,74
Wojtek Fibak,6,1974.75,22,50,74
Wojtek Fibak,41,1975.25,22.5,51.22,74
Wojtek Fibak,83,1975.75,23,56.63,74
Wojtek Fibak,104,1976.25,23.5,52.88,74
Wojtek Fibak,167,1976.75,24,60.48,74
Wojtek Fibak,219,1977.25,24.5,62.1,74
Wojtek Fibak,262,1977.75,25,62.98,74
Wojtek Fibak,311,1978.25,25.5,63.67,74
Wojtek Fibak,360,1978.75,26,64.17,74
Wojtek Fibak,404,1979.25,26.5,65.59,74
Wojtek Fibak,448,1979.75,27,65.63,74
Wojtek Fibak,495,1980.25,27.5,66.46,74
Wojtek Fibak,542,1980.75,28,66.97,74
Wojtek Fibak,572,1981.25,28.5,66.78,74
Wojtek Fibak,605,1981.75,29,66.78,74
Wojtek Fibak,631,1982.25,29.5,66.56,74
Wojtek Fibak,660,1982.75,30,66.06,74
Wojtek Fibak,707,1983.25,30.5,66.48,74
Wojtek Fibak,730,1983.75,31,66.03,74
Wojtek Fibak,753,1984.25,31.5,65.74,74
Wojtek Fibak,773,1984.75,32,64.94,74
Wojtek Fibak,796,1985.25,32.5,64.57,74
Wojtek Fibak,808,1985.75,33,64.11,74
Wojtek Fibak,822,1986.25,33.5,63.75,74
Wojtek Fibak,827,1986.75,34,63.48,74
Wojtek Fibak,831,1987.25,34.5,63.3,74
Wojtek Fibak,833,1987.75,35,63.15,74
Stan Wawrinka,1,2002.5,16.75,60,73
Stan Wawrinka,3,2002.75,17,66.67,73
Stan Wawrinka,14,2003.25,17.5,64.29,73
Stan Wawrinka,41,2003.75,18,65.85,73
Stan Wawrinka,48,2004.25,18.5,62.5,73
Stan Wawrinka,79,2004.75,19,60.76,73
Stan Wawrinka,100,2005.25,19.5,60,73
Stan Wawrinka,123,2005.75,20,59.35,73
Stan Wawrinka,143,2006.25,20.5,58.04,73
Stan Wawrinka,175,2006.75,21,58.29,73
Stan Wawrinka,189,2007.25,21.5,57.67,73
Stan Wawrinka,217,2007.75,22,55.76,73
Stan Wawrinka,247,2008.25,22.5,56.68,73
Stan Wawrinka,283,2008.75,23,58.3,73
Stan Wawrinka,300,2009.25,23.5,58,73
Stan Wawrinka,334,2009.75,24,58.98,73
Stan Wawrinka,356,2010.25,24.5,59.27,73
Stan Wawrinka,394,2010.75,25,60.41,73
Stan Wawrinka,426,2011.25,25.5,61.03,73
Stan Wawrinka,451,2011.75,26,60.98,73
Stan Wawrinka,476,2012.25,26.5,60.92,73
Stan Wawrinka,506,2012.75,27,61.26,73
Stan Wawrinka,532,2013.25,27.5,61.28,73
Stan Wawrinka,579,2013.75,28,62.18,73
Stan Wawrinka,608,2014.25,28.5,62.66,73
Stan Wawrinka,640,2014.75,29,62.97,73
Fernando Gonzalez,1,1998.25,17.5,40,72
Fernando Gonzalez,4,1998.75,18,25,72
Fernando Gonzalez,22,1999.25,18.5,68.18,72
Fernando Gonzalez,41,1999.75,19,63.41,72
Fernando Gonzalez,52,2000.25,19.5,57.69,72
Fernando Gonzalez,86,2001.25,20.5,54.65,72
Fernando Gonzalez,108,2001.75,21,52.78,72
Fernando Gonzalez,139,2002.25,21.5,56.12,72
Fernando Gonzalez,177,2002.75,22,57.63,72
Fernando Gonzalez,198,2003.25,22.5,57.07,72
Fernando Gonzalez,244,2003.75,23,58.61,72
Fernando Gonzalez,268,2004.25,23.5,58.96,72
Fernando Gonzalez,309,2004.75,24,60.19,72
Fernando Gonzalez,333,2005.25,24.5,60.66,72
Fernando Gonzalez,371,2005.75,25,61.19,72
Fernando Gonzalez,397,2006.25,25.5,61.46,72
Fernando Gonzalez,441,2006.75,26,62.36,72
Fernando Gonzalez,474,2007.25,26.5,62.87,72
Fernando Gonzalez,506,2007.75,27,62.65,72
Fernando Gonzalez,535,2008.25,27.5,62.62,72
Fernando Gonzalez,573,2008.75,28,63.35,72
Fernando Gonzalez,590,2009.25,28.5,63.56,72
Fernando Gonzalez,624,2009.75,29,64.1,72
Fernando Gonzalez,649,2010.25,29.5,64.25,72
Fernando Gonzalez,656,2011.25,30.5,63.87,72
Nicolas Almagro,1,2002.5,16.75,60,71
Nicolas Almagro,25,2002.75,17,56,71
Nicolas Almagro,56,2003.25,17.5,67.86,71
Nicolas Almagro,103,2003.75,18,73.79,71
Nicolas Almagro,133,2004.25,18.5,72.18,71
Nicolas Almagro,170,2004.75,19,70.59,71
Nicolas Almagro,190,2005.25,19.5,68.42,71
Nicolas Almagro,222,2005.75,20,64.41,71
Nicolas Almagro,236,2006.25,20.5,63.98,71
Nicolas Almagro,268,2006.75,21,63.06,71
Nicolas Almagro,291,2007.25,21.5,62.54,71
Nicolas Almagro,330,2007.75,22,62.12,71
Nicolas Almagro,356,2008.25,22.5,62.64,71
Nicolas Almagro,387,2008.75,23,62.53,71
Nicolas Almagro,403,2009.25,23.5,62.53,71
Nicolas Almagro,433,2009.75,24,61.89,71
Nicolas Almagro,461,2010.25,24.5,61.82,71
Nicolas Almagro,504,2010.75,25,62.3,71
Nicolas Almagro,537,2011.25,25.5,62.76,71
Nicolas Almagro,577,2011.75,26,62.74,71
Nicolas Almagro,612,2012.25,26.5,63.24,71
Nicolas Almagro,653,2012.75,27,63.86,71
Nicolas Almagro,685,2013.25,27.5,63.8,71
Nicolas Almagro,720,2013.75,28,63.61,71
Nicolas Almagro,741,2014.25,28.5,63.56,71
Tony Roche,1,1973.5,27.75,20,70
Tony Roche,4,1973.75,28,25,70
Tony Roche,23,1974.25,28.5,56.52,70
Tony Roche,38,1974.75,29,57.89,70
Tony Roche,60,1975.25,29.5,63.33,70
Tony Roche,74,1975.75,30,66.22,70
Tony Roche,103,1976.25,30.5,63.11,70
Tony Roche,112,1976.75,31,64.29,70
Tony Roche,133,1977.25,31.5,64.66,70
Tony Roche,137,1977.75,32,64.23,70
Tony Roche,158,1978.25,32.5,63.92,70
Tony Roche,168,1978.75,33,64.88,70
Tony Roche,181,1979.25,33.5,63.54,70
Tony Roche,182,1979.75,34,63.74,70
Richard Gasquet,1,2001.5,14.75,40,69
Richard Gasquet,3,2001.75,15,33.33,69
Richard Gasquet,10,2002.25,15.5,50,69
Richard Gasquet,36,2002.75,16,66.67,69
Richard Gasquet,55,2003.25,16.5,65.45,69
Richard Gasquet,91,2003.75,17,64.84,69
Richard Gasquet,105,2004.25,17.5,62.86,69
Richard Gasquet,127,2004.75,18,58.27,69
Richard Gasquet,147,2005.25,18.5,61.9,69
Richard Gasquet,186,2005.75,19,64.52,69
Richard Gasquet,200,2006.25,19.5,62.5,69
Richard Gasquet,232,2006.75,20,63.36,69
Richard Gasquet,266,2007.25,20.5,63.91,69
Richard Gasquet,304,2007.75,21,64.47,69
Richard Gasquet,334,2008.25,21.5,63.77,69
Richard Gasquet,369,2008.75,22,63.69,69
Richard Gasquet,391,2009.25,22.5,63.68,69
Richard Gasquet,406,2009.75,23,63.55,69
Richard Gasquet,428,2010.25,23.5,62.62,69
Richard Gasquet,469,2010.75,24,63.33,69
Richard Gasquet,501,2011.25,24.5,63.27,69
Richard Gasquet,534,2011.75,25,63.3,69
Richard Gasquet,555,2012.25,25.5,63.06,69
Richard Gasquet,591,2012.75,26,63.62,69
Richard Gasquet,626,2013.25,26.5,64.22,69
Richard Gasquet,661,2013.75,27,64.15,69
Richard Gasquet,693,2014.25,27.5,64.07,69
Richard Gasquet,719,2014.75,28,63.98,69
Gael Monfils,1,2003.25,16.5,40,68
Gael Monfils,12,2003.75,17,33.33,68
Gael Monfils,17,2004.25,17.5,29.41,68
Gael Monfils,42,2004.75,18,52.38,68
Gael Monfils,65,2005.25,18.5,55.38,68
Gael Monfils,96,2005.75,19,56.25,68
Gael Monfils,118,2006.25,19.5,55.93,68
Gael Monfils,144,2006.75,20,56.25,68
Gael Monfils,161,2007.25,20.5,55.28,68
Gael Monfils,205,2008.25,21.5,56.1,68
Gael Monfils,244,2008.75,22,58.2,68
Gael Monfils,277,2009.25,22.5,59.21,68
Gael Monfils,300,2009.75,23,60,68
Gael Monfils,335,2010.25,23.5,60.9,68
Gael Monfils,362,2010.75,24,61.33,68
Gael Monfils,390,2011.25,24.5,62.31,68
Gael Monfils,430,2011.75,25,62.79,68
Gael Monfils,453,2012.25,25.5,63.36,68
Gael Monfils,466,2012.75,26,63.09,68
Gael Monfils,481,2013.25,26.5,62.99,68
Gael Monfils,521,2013.75,27,63.34,68
Gael Monfils,545,2014.25,27.5,63.49,68
Gael Monfils,574,2014.75,28,63.76,68
Todd Martin,1,1990.25,19.5,100,67
Todd Martin,20,1990.75,20,75,67
Todd Martin,24,1991.25,20.5,66.67,67
Todd Martin,55,1992.25,21.5,61.82,67
Todd Martin,86,1992.75,22,59.3,67
Todd Martin,108,1993.25,22.5,58.33,67
Todd Martin,148,1993.75,23,62.16,67
Todd Martin,183,1994.25,23.5,63.93,67
Todd Martin,221,1994.75,24,65.61,67
Todd Martin,252,1995.25,24.5,65.87,67
Todd Martin,289,1995.75,25,65.4,67
Todd Martin,328,1996.25,25.5,66.16,67
Todd Martin,365,1996.75,26,66.58,67
Todd Martin,396,1997.75,27,67.17,67
Todd Martin,424,1998.25,27.5,66.75,67
Todd Martin,453,1998.75,28,66.67,67
Todd Martin,489,1999.25,28.5,67.69,67
Todd Martin,525,1999.75,29,67.62,67
Todd Martin,538,2000.25,29.5,66.91,67
Todd Martin,569,2001.25,30.5,66.26,67
Todd Martin,586,2001.75,31,65.87,67
Todd Martin,607,2002.25,31.5,65.9,67
Todd Martin,626,2002.75,32,65.5,67
Todd Martin,637,2003.25,32.5,65.31,67
Todd Martin,672,2004.25,33.5,64.58,67
Tommy Haas,1,1996.25,17.5,80,66
Tommy Haas,17,1996.75,18,58.82,66
Tommy Haas,27,1997.25,18.5,62.96,66
Tommy Haas,58,1997.75,19,62.07,66
Tommy Haas,85,1998.25,19.5,61.18,66
Tommy Haas,121,1998.75,20,61.16,66
Tommy Haas,154,1999.25,20.5,62.99,66
Tommy Haas,202,1999.75,21,62.87,66
Tommy Haas,225,2000.25,21.5,62.67,66
Tommy Haas,257,2000.75,22,63.04,66
Tommy Haas,291,2001.25,22.5,63.57,66
Tommy Haas,328,2001.75,23,63.72,66
Tommy Haas,363,2002.25,23.5,64.74,66
Tommy Haas,409,2002.75,24,65.53,66
Tommy Haas,421,2004.25,25.5,64.85,66
Tommy Haas,460,2004.75,26,64.78,66
Tommy Haas,488,2005.25,26.5,64.75,66
Tommy Haas,521,2005.75,27,64.3,66
Tommy Haas,555,2006.25,27.5,64.86,66
Tommy Haas,590,2006.75,28,64.92,66
Tommy Haas,625,2007.25,28.5,65.44,66
Tommy Haas,650,2007.75,29,65.23,66
Tommy Haas,668,2008.25,29.5,64.82,66
Tommy Haas,702,2009.25,30.5,64.39,66
Tommy Haas,736,2009.75,31,64.81,66
Tommy Haas,748,2011.25,32.5,64.3,66
Tommy Haas,761,2011.75,33,63.86,66
Tommy Haas,783,2012.25,33.5,63.73,66
Tommy Haas,820,2012.75,34,64.02,66
Tommy Haas,848,2013.25,34.5,64.03,66
Tommy Haas,889,2013.75,35,64.23,66
Tommy Haas,914,2014.25,35.5,64.11,66
Joachim Johansson,1,2000.5,17.75,40,65
Joachim Johansson,5,2000.75,18,40,65
Joachim Johansson,23,2001.25,18.5,65.22,65
Joachim Johansson,35,2001.75,19,65.71,65
Joachim Johansson,42,2002.25,19.5,61.9,65
Joachim Johansson,80,2002.75,20,68.75,65
Joachim Johansson,101,2003.25,20.5,66.34,65
Joachim Johansson,132,2003.75,21,65.91,65
Joachim Johansson,169,2004.25,21.5,68.05,65
Joachim Johansson,200,2004.75,22,66.5,65
Joachim Johansson,239,2005.25,22.5,67.36,65
Joachim Johansson,264,2006.75,24,65.91,65
Joachim Johansson,277,2007.25,24.5,65.34,65
Joachim Johansson,279,2007.75,25,65.23,65
Joachim Johansson,281,2008.75,26,65.12,65
Joachim Johansson,287,2009.25,26.5,64.11,65
Joachim Johansson,294,2009.75,27,64.29,65
Brad Gilbert,1,1981.5,19.75,40,64
Brad Gilbert,6,1981.75,20,50,64
Brad Gilbert,13,1982.25,20.5,53.85,64
Brad Gilbert,28,1982.75,21,50,64
Brad Gilbert,55,1983.25,21.5,54.55,64
Brad Gilbert,81,1983.75,22,53.09,64
Brad Gilbert,115,1984.25,22.5,53.91,64
Brad Gilbert,143,1984.75,23,55.94,64
Brad Gilbert,183,1985.25,23.5,59.02,64
Brad Gilbert,224,1985.75,24,61.61,64
Brad Gilbert,259,1986.25,24.5,62.55,64
Brad Gilbert,289,1986.75,25,63.67,64
Brad Gilbert,322,1987.25,25.5,64.91,64
Brad Gilbert,357,1987.75,26,65.27,64
Brad Gilbert,389,1988.25,26.5,66.07,64
Brad Gilbert,412,1988.75,27,65.53,64
Brad Gilbert,451,1989.25,27.5,66.52,64
Brad Gilbert,495,1989.75,28,68.08,64
Brad Gilbert,530,1990.25,28.5,67.92,64
Brad Gilbert,573,1990.75,29,67.89,64
Brad Gilbert,598,1991.25,29.5,68.06,64
Brad Gilbert,637,1991.75,30,67.35,64
Brad Gilbert,662,1992.25,30.5,67.07,64
Brad Gilbert,696,1992.75,31,66.81,64
Brad Gilbert,727,1993.25,31.5,66.3,64
Brad Gilbert,760,1993.75,32,65.66,64
Brad Gilbert,786,1994.25,32.5,65.27,64
Brad Gilbert,803,1994.75,33,64.76,64
Gustavo Kuerten,1,1994.25,17.5,60,63
Gustavo Kuerten,4,1994.75,18,50,63
Gustavo Kuerten,7,1995.25,18.5,42.86,63
Gustavo Kuerten,33,1995.75,19,54.55,63
Gustavo Kuerten,47,1996.25,19.5,53.19,63
Gustavo Kuerten,93,1996.75,20,59.14,63
Gustavo Kuerten,121,1997.25,20.5,60.33,63
Gustavo Kuerten,167,1997.75,21,62.28,63
Gustavo Kuerten,191,1998.25,21.5,61.26,63
Gustavo Kuerten,235,1998.75,22,62.13,63
Gustavo Kuerten,257,1999.25,22.5,61.48,63
Gustavo Kuerten,305,1999.75,23,63.28,63
Gustavo Kuerten,338,2000.25,23.5,63.31,63
Gustavo Kuerten,381,2000.75,24,65.09,63
Gustavo Kuerten,420,2001.25,24.5,66.19,63
Gustavo Kuerten,471,2001.75,25,67.94,63
Gustavo Kuerten,481,2002.25,25.5,66.94,63
Gustavo Kuerten,511,2002.75,26,67.12,63
Gustavo Kuerten,542,2003.25,26.5,67.34,63
Gustavo Kuerten,572,2003.75,27,66.61,63
Gustavo Kuerten,601,2004.25,27.5,66.89,63
Gustavo Kuerten,617,2005.25,28.5,66.77,63
Gustavo Kuerten,634,2006.75,30,65.77,63
Gustavo Kuerten,649,2008.25,31.5,64.71,63
Carlos Moya,1,1995.25,18.5,60,62
Carlos Moya,42,1995.75,19,69.05,62
Carlos Moya,64,1996.25,19.5,64.06,62
Carlos Moya,121,1996.75,20,65.29,62
Carlos Moya,154,1997.25,20.5,64.94,62
Carlos Moya,209,1997.75,21,66.03,62
Carlos Moya,229,1998.25,21.5,63.76,62
Carlos Moya,287,1998.75,22,64.81,62
Carlos Moya,311,1999.25,22.5,64.31,62
Carlos Moya,356,1999.75,23,63.76,62
Carlos Moya,362,2000.25,23.5,63.54,62
Carlos Moya,403,2000.75,24,63.52,62
Carlos Moya,429,2001.25,24.5,63.4,62
Carlos Moya,462,2001.75,25,62.99,62
Carlos Moya,482,2002.25,25.5,62.86,62
Carlos Moya,535,2002.75,26,64.3,62
Carlos Moya,572,2003.25,26.5,65.03,62
Carlos Moya,618,2003.75,27,65.53,62
Carlos Moya,656,2004.25,27.5,66.01,62
Carlos Moya,704,2004.75,28,66.48,62
Carlos Moya,727,2005.25,28.5,66.44,62
Carlos Moya,757,2005.75,29,66.31,62
Carlos Moya,780,2006.25,29.5,66.15,62
Carlos Moya,810,2006.75,30,65.8,62
Carlos Moya,836,2007.25,30.5,65.55,62
Carlos Moya,875,2007.75,31,65.71,62
Carlos Moya,897,2008.25,31.5,65.33,62
Carlos Moya,925,2008.75,32,65.08,62
Carlos Moya,942,2010.25,33.5,64.44,62
Tim Henman,1,1994,19.25,80,61
Tim Henman,4,1994.25,19.5,75,61
Tim Henman,42,1995.25,20.5,50,61
Tim Henman,78,1995.75,21,53.85,61
